media,station,proprietaire,communautaire,frequence_mhz,frequence_khz,canal,ville_source,pcode_commune,nom_commune,departement_source,source_id,licence,attribution,millesime,date_extraction
radio,RADIO VISA FM,GLOBAL PRESSE,,88.1,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO MODEL,RONY CELESTIN,,88.3,,,CROIX DES BOUQUETS,HT0131,Croix-Des-Bouquets,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO KISKEYA,COLLECTIF KISKEYA,oui,88.5,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO CHANGEMENT,MICHELET MATHURIN,,88.7,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO INDIGENE,ALFRED MICANOR,,88.9,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO J2W,JOELLE P. LARCO,,89.1,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RFI-HAITI,MARIE CHRISTINE BUSSENIUS,,89.3,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO AYIBOBO FM,Carl Henry Desmornes,,89.5,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO VOIX DE L'ESPERANCE,MISSION DES ADVENTISTES,,89.7,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO TRAGIQUE,WIDMARK JOISEUS,,89.9,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO ONE,LEO DE VASTEY,,90.1,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO VLAW,BEETHOVEN CAMILLE,,90.3,,,CROIX DS BOUQUETS,HT0131,Croix-Des-Bouquets,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO SIGNAL FM,SIGNAL S.A.,,90.5,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO EMANCIPATION,EDELENE SENATUS JULES,,90.7,,,GANTHIER,HT0133,Ganthier,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO TI MOUN,LAFANMI SELAVI,,90.9,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO CITRONELLE,JEAN CLOTAIRE SILENCIEUX,,91.1,,,ARCAHAIE,HT0141,Arcahaie,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio Maria FM,Wilnetson Content,,91.1,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO NOTRE DAME,EDWIGE CARRE,,91.1,,,PETIT-GOAVE,HT0122,Petit-Goâve,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,TROPIC FM,GUY JEAN,,91.3,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio Tele Atis,Gerald Abel,,91.5,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO BICOLORE,EMANIA AUSTIN,,91.5,,,ARCAHAIE,HT0141,Arcahaie,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO IMPACT FM,JASMIN PHILIPPE,,91.7,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO NATIVITE INTERNATIONALE,IGNACE ST FLEUR,,91.9,,,DELMAS,HT0112,Delmas,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO TOUCHE FM,BENOIT TINTIN,,91.9,,,LEOGANE,HT0121,Léogâne,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO SHEKINAH,GREGORY TOUSSAINT,,92.1,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO SANS FIN,YVENERT FOESHTER JOSEPH,,92.3,,,ARCAHAIE,HT0141,Arcahaie,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO VISION PLUS,GIBSONNE BAZILLE,,92.3,,,PETIT-GOAVE,HT0122,Petit-Goâve,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO COMMERCIALE,CLAUDY JOSEPH,,92.5,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio Regard,Alexandra M. Louis Jeune,,92.7,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO GINEN,JEAN LUCIEN BORGES,,92.9,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio Tease,,,93.1,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO LA VOIX DE L'ILE,JN MARIE DECILIEN,,93.3,,,LA GONAVE,,,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO SAKA,KONBIT INDEP. POU LIB. FRE NOU,oui,93.3,,,GRAND GOAVE,HT0123,Grand-Goâve,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO ZETWAL,PIERRE CAROLE ALEXIS,,93.3,,,LEOGANE,HT0121,Léogâne,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio Succes,Luvio Duvernard,,93.3,,,DELMAS,HT0112,Delmas,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,LE TEMOIN S.A,Damourude LAZARRE,,93.5,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO VASCO,CHRISTIAN SANON,,93.7,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO SENTINELLE,OSNER FEVRY,,93.9,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO NOUVELLE GENERATION,JUNIA IRVELLE PIERRE PAUL,,94.1,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO PORT-AU-PRINCE,Frantz GUERRIER,,94.3,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO VWA FANM,NONIE H. MATHIEU,,94.3,,,LEOGANE,HT0121,Léogâne,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,CARAIBES FM,PATRICK MOUSSIGNAC,,94.5,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO CLASSE FM,Marly Rose Margareth MORENCY,,94.7,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO MBC,FRANCK MAGLOIRE,,94.9,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO O INTER,Frinel JOSEPH,,95.1,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO LA VOIX DE L'EVANGILE,JEAN PAULIN LASSEGUE,,95.3,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO JUSQU’AU BOUT,JEAN WILNER JEAN,,95.5,,,CROIX DES BOUQUETS,HT0131,Croix-Des-Bouquets,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO HORIZON 2000,J. B. BAUDELAIRE DUBIC,,95.7,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO BOUKMAN,JOREL JOACHIM,,95.9,,,CITE SOLEIL,HT0117,Cité Soleil,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO KOMINOTE KLOFA PIE,ASSOCIATION DES PAYSANS DE VALUE,oui,95.9,,,PETIT-GOAVE,HT0122,Petit-Goâve,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO COMMUNAUTE HAITIENNE (RCH 2000),MARIE NERLANDE LAMOTHE,,96.1,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO SKY FM,GUY CESAR,,96.5,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO CAPITAL,JEAN VOLTAIRE BASTIEN,,96.7,,,CROIX DES BOUQUETS,HT0131,Croix-Des-Bouquets,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO PREVENTION,ERNEST JOSEPH,,96.7,,,PETIT-GOAVE,HT0122,Petit-Goâve,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,Radio Télé Dessalines,Anderson DELY,,96.9,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO FONFALOC FM,MICHEL-ANGE POULARD,,97.1,,,PETIT-GOAVE,HT0122,Petit-Goâve,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO PLANET KREYOL,CARL HENRY DESMORNES,,97.1,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO MEGASTAR,JEAN EDDY CHARLEUS,,97.3,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO VERTICALE FM,WILNET CONTENT,,97.5,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO LUMIERE,MEBSH,,97.7,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO COSMOS/Sonor FM,EMMANUEL MENARD,,97.9,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO TRANS INTER (RTI)/MAXIMA,JEAN ROBERT LALANE,,98.1,,,PAP (RTI),HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO GRACE INTERNATIONALE,JOEL JEAN FRANCOIS,,98.3,,,CARREFOUR,HT0113,Carrefour,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO VISION CONEXION,DANIEL SUDRE,,98.3,,,PETIT-GOAVE,HT0122,Petit-Goâve,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO IBO,HEROLD JEAN FRANCOIS,,98.5,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,GAJ FM,Marie Mimose CADET,,98.7,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO TIBEAU FM,QUESNEL TIBEAU,,98.7,,,PETIT-GOAVE,HT0122,Petit-Goâve,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO VIL FM,JEAN JOREL VIL,,98.7,,,GANTHIER,HT0133,Ganthier,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO MAXIMUM POWER (ALLELUIA FM),JEAN E. BEJIN,,98.9,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO KINGDOM,YVES LEONARD,,99.1,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO VISION 2000,MULTIPRESSE S.A.,,99.3,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO PATRIMOINE,EDNER JEAN,,99.5,,,CROIX DES BOUQUETS,HT0131,Croix-Des-Bouquets,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,SWEET FM,MME CAMILLE DESMANGLES,,99.7,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO METROPOLE,HEBERT WIDMAIER,,100.1,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO HEXAGONE,MEGUELINE GASPARD,,100.3,,,PETION-VILLE,HT0114,Pétion-Ville,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO ECLAIR,PATRICK JOSEPH,,100.5,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO THIM FM,STEVEN JACQUES THIMOLEON,,100.7,,,PETIT-GOAVE,HT0122,Petit-Goâve,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,TRANS-INFO FM,Volcy JOSEPH,,100.7,,,PAP,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
radio,RADIO MAGIK 9,TOTAL PRESSE S.A.,,100.9,,,PORT-AU-PRINCE,HT0111,Port-au-Prince,OUEST,SRC-058,"Données publiques haïtiennes — décret du 12/10/2005, art. 5 (textes officiels des autorités publiques et simples données)","CONATEL — Conseil National des Télécommunications, liste des stations de radiodiffusion autorisées 2023-2024",année 2023-2024,2026-08-24
